Country,State,Year,Coal Category,Coal Supplying Company Name,Coal Supplyling Sector,Coal Type,Coal Supplied (UOM:t(Tonnes))
India,Gujarat,2012,LIGNITE,GHCL,PRIVATE,LIGNITE,0.389
India,Rajasthan,2018,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,1.019
India,Maharashtra,2017,COAL,WCL,CIL,NON-COOKING,40.41
India,Jharkhand,2015,COAL,SAIL,OTHER PUBLIC,NON-COOKING,0.001
India,Jharkhand,2012,COAL,CCL,CIL,NON-COOKING,32.455
India,Gujarat,2016,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.063
India,Maharashtra,2013,COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.506
India,Jharkhand,2011,COAL,BCCL,CIL,NON-COOKING,3.721
India,Maharashtra,2013,COAL,WCL,CIL,NON-COOKING,35.977
India,Chhattisgarh,2020,COAL,BALCO,PRIVATE,COOKING,0
India,Assam,2020,COAL,NEC,CIL,NON-COOKING,0.517
India,Assam,2011,COAL,NEC,OTHER PUBLIC,NON-COOKING,1.101
India,Jharkhand,2014,COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.067
India,Jharkhand,2012,COAL,ESCL,PRIVATE,COOKING,0.106
India,Meghalaya,2018,COAL,MEG,PRIVATE,NON-COOKING,1.529
India,Chhattisgarh,2011,COAL,SEML,PRIVATE,NON-COOKING,0.432
India,Odisha,2016,COAL,MCL,CIL,NON-COOKING,137.901
India,Jharkhand,2013,COAL,BCCL,CIL,COOKING,26.95
India,Rajasthan,2013,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.815
India,Jharkhand,2016,COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.003
India,Jharkhand,2020,COAL,CCL,CIL,NON-COOKING,46.862
India,Jharkhand,2014,COAL,ECL,CIL,NON-COOKING,17.133
India,Gujarat,2020,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.342
India,Jharkhand,2016,COAL,BCCL,CIL,COOKING,30.653
India,Jammu And Kashmir,2019,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.012715679
India,Chhattisgarh,2018,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,8.329
India,Maharashtra,2020,COAL,WCL,CIL,COOKING,0
India,Jharkhand,2011,COAL,ECL,CIL,COOKING,0.039
India,Chhattisgarh,2012,COAL,JPL,PRIVATE,NON-COOKING,5.25
India,Gujarat,2016,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,6.969
India,Tamil Nadu,2011,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.144
India,Madhya Pradesh,2011,COAL,SECL,CIL,NON-COOKING,13.358
India,Madhya Pradesh,2015,COAL,WCL,CIL,NON-COOKING,5.483
India,Odisha,2020,COAL,OCL,PRIVATE,NON-COOKING,0.115
India,Gujarat,2015,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.404
India,Maharashtra,2014,COAL,BSIL,PRIVATE,NON-COOKING,0.081
India,Gujarat,2013,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.326
India,Jharkhand,2014,COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,5.879
India,Jharkhand,2015,COAL,ECL,CIL,NON-COOKING,19.372
India,Chhattisgarh,2012,COAL,PIL,PRIVATE,NON-COOKING,1
India,Madhya Pradesh,2015,COAL,NCL,CIL,NON-COOKING,57.527
India,Rajasthan,2020,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,0
India,Maharashtra,2014,COAL,WCL,CIL,NON-COOKING,34.175
India,Jharkhand,2020,COAL,SAIL,OTHER PUBLIC,NON-COOKING,0
India,Jharkhand,2013,COAL,SAIL,OTHER PUBLIC,NON-COOKING,0.069
India,Chhattisgarh,2014,COAL,JPL,PRIVATE,NON-COOKING,6.226
India,Jharkhand,2020,COAL,JSMDCL,OTHER PUBLIC,COOKING,0
India,Odisha,2020,COAL,OCPL,PRIVATE,COOKING,0
India,Odisha,2011,COAL,MCL,CIL,NON-COOKING,100.28
India,Jharkhand,2017,COAL,ECL,CIL,NON-COOKING,16.9
India,Maharashtra,2011,COAL,SIL,PRIVATE,NON-COOKING,0.114
India,Tamil Nadu,2013,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.223
India,Jharkhand,2011,COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.023
India,Gujarat,2013,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,10.905
India,Jammu And Kashmir,2018,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.013693808
India,Chhattisgarh,2014,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,1.197
India,Gujarat,2018,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,10.601
India,Chhattisgarh,2015,COAL,JNL,PRIVATE,NON-COOKING,0.703
India,Jharkhand,2017,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.56
India,Jharkhand,2014,COAL,BCCL,CIL,NON-COOKING,2.356
India,Jharkhand,2014,COAL,CCL,CIL,COOKING,18.441
India,Jharkhand,2017,COAL,ECL,CIL,COOKING,0.03
India,Chhattisgarh,2015,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,3.443
India,Chhattisgarh,2013,COAL,JPL,PRIVATE,NON-COOKING,5.25
India,Rajasthan,2015,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,1.005
India,Maharashtra,2015,COAL,WCL,CIL,NON-COOKING,35.354
India,Jharkhand,2020,COAL,DVC,OTHER PUBLIC,NON-COOKING,0
India,Tamil Nadu,2018,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.569
India,Jharkhand,2016,COAL,ECL,CIL,COOKING,0.012
India,Chhattisgarh,2011,COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.952
India,Chhattisgarh,2013,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,0.293
India,Chhattisgarh,2016,COAL,SECL,CIL,NON-COOKING,124.071
India,Odisha,2020,COAL,OCPL,PRIVATE,NON-COOKING,1.003
India,Jammu And Kashmir,2017,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.009781291
India,Jharkhand,2020,COAL,TISCO/TSL,PRIVATE,COOKING,6.21
India,Jharkhand,2015,COAL,TISCO/TSL,PRIVATE,COOKING,6.028
India,Jharkhand,2013,COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.081
India,Rajasthan,2017,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,6.01
India,Jharkhand,2018,COAL,SAIL,OTHER PUBLIC,COOKING,0.185
India,Madhya Pradesh,2019,COAL,WCL,CIL,NON-COOKING,3.744
India,Madhya Pradesh,2017,COAL,NCL,CIL,NON-COOKING,68.04
India,Gujarat,2015,LIGNITE,GHCL,PRIVATE,LIGNITE,0.2
India,Jammu And Kashmir,2012,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.019562583
India,Odisha,2013,COAL,MCL,CIL,NON-COOKING,107.895
India,Jharkhand,2020,COAL,NTPC,OTHER PUBLIC,COOKING,0
India,Rajasthan,2018,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,1.584
India,Madhya Pradesh,2020,COAL,WCL,CIL,COOKING,0.178
India,Jharkhand,2015,COAL,DVC,OTHER PUBLIC,NON-COOKING,0.066
India,Madhya Pradesh,2018,COAL,WCL,CIL,COOKING,0.18
India,Chhattisgarh,2016,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,6.21
India,Madhya Pradesh,2020,COAL,NCL,CIL,NON-COOKING,90.023
India,Madhya Pradesh,2013,COAL,SPL,PRIVATE,NON-COOKING,0.225
India,Gujarat,2013,LIGNITE,GHCL,PRIVATE,LIGNITE,0.297
India,Chhattisgarh,2014,COAL,JSPL,PRIVATE,NON-COOKING,5.999
India,Arunachal Pradesh,2011,COAL,APMDTCL,OTHER PUBLIC,NON-COOKING,0.299
India,Chhattisgarh,2013,COAL,SECL,CIL,NON-COOKING,102.88
India,Chhattisgarh,2014,COAL,SECL,CIL,COOKING,0.125
India,Chhattisgarh,2017,COAL,SECL,CIL,COOKING,0.11
India,Madhya Pradesh,2017,COAL,RCCPL,PRIVATE,NON-COOKING,0.03
India,Madhya Pradesh,2018,COAL,JPVL,PRIVATE,NON-COOKING,2.8
India,Jharkhand,2016,COAL,CCL,CIL,NON-COOKING,40.627
India,Jharkhand,2014,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,0.095
India,Maharashtra,2015,COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.478
India,Chhattisgarh,2011,COAL,SECL,CIL,NON-COOKING,99.184
India,Jharkhand,2017,COAL,BCCL,CIL,NON-COOKING,4.32
India,Chhattisgarh,2017,COAL,SECL,CIL,NON-COOKING,127.96
India,Chhattisgarh,2013,COAL,SEML,PRIVATE,NON-COOKING,0.976
India,Jharkhand,2015,COAL,SAIL,OTHER PUBLIC,COOKING,0.024
India,Maharashtra,2019,COAL,SIL,PRIVATE,NON-COOKING,0.27
India,Maharashtra,2017,COAL,SIL,PRIVATE,NON-COOKING,0.15
India,Gujarat,2018,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.123
India,Maharashtra,2015,COAL,TUML,PRIVATE,NON-COOKING,0.198
India,Chhattisgarh,2020,COAL,NTPC,OTHER PUBLIC,COOKING,0
India,Rajasthan,2020,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.79
India,Madhya Pradesh,2016,COAL,NCL,CIL,NON-COOKING,67.535
India,Jharkhand,2018,COAL,BCCL,CIL,COOKING,22.286
India,Chhattisgarh,2012,COAL,SECL,CIL,COOKING,0.189
India,Madhya Pradesh,2017,COAL,WCL,CIL,NON-COOKING,5.1
India,Jharkhand,2019,COAL,ECL,CIL,NON-COOKING,20.736
India,Gujarat,2014,LIGNITE,GHCL,PRIVATE,LIGNITE,0.19
India,Maharashtra,2020,COAL,WCL,CIL,NON-COOKING,54.19
India,Jharkhand,2018,COAL,NTPC,OTHER PUBLIC,NON-COOKING,2.679
India,Madhya Pradesh,2020,COAL,SECL,CIL,COOKING,0
India,Jharkhand,2015,COAL,ECL,CIL,COOKING,0.03
India,Jharkhand,2012,COAL,BCCL,CIL,COOKING,27.216
India,Chhattisgarh,2014,COAL,SECL,CIL,NON-COOKING,110.018
India,Madhya Pradesh,2014,COAL,BLA,PRIVATE,NON-COOKING,0.3
India,Jharkhand,2020,COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.3
India,Jharkhand,2020,COAL,BCCL,CIL,NON-COOKING,1.783
India,Jharkhand,2012,COAL,SAIL,OTHER PUBLIC,COOKING,0.04
India,Madhya Pradesh,2014,COAL,MPSMCL,OTHER PUBLIC,NON-COOKING,0.005
India,Odisha,2014,COAL,HIL,PRIVATE,NON-COOKING,2.478
India,Jharkhand,2018,COAL,CCL,CIL,COOKING,9.577
India,Jharkhand,2020,COAL,CCL,CIL,COOKING,20.027
India,Jammu And Kashmir,2011,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.023475099
India,Madhya Pradesh,2015,COAL,MPSMCL,OTHER PUBLIC,NON-COOKING,1.5
India,Chhattisgarh,2015,COAL,PIL,PRIVATE,NON-COOKING,1
India,Maharashtra,2016,COAL,WCL,CIL,NON-COOKING,38.186
India,Jharkhand,2012,COAL,CCL,CIL,COOKING,15.549
India,Maharashtra,2012,COAL,BSIL,PRIVATE,NON-COOKING,0.003
India,Odisha,2011,COAL,HIL,PRIVATE,NON-COOKING,2.285
India,Jharkhand,2019,COAL,HIL,PRIVATE,NON-COOKING,0.798
India,Jharkhand,2013,COAL,ECL,CIL,NON-COOKING,16.29
India,Chhattisgarh,2011,COAL,JSPL,PRIVATE,NON-COOKING,5.999
India,Odisha,2018,COAL,MCL,CIL,NON-COOKING,143.058
India,Rajasthan,2016,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.972
India,West Bengal,2016,COAL,ECL,CIL,NON-COOKING,21.161
India,West Bengal,2014,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.081
India,West Bengal,2020,COAL,CESC,PRIVATE,COOKING,0
India,West Bengal,2020,COAL,BCCL,CIL,COOKING,0.145
India,West Bengal,2019,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,0.4
India,West Bengal,2015,COAL,ECL,CIL,NON-COOKING,20.6
India,Uttar Pradesh,2020,COAL,NCL,CIL,COOKING,0
India,West Bengal,2014,COAL,SOVA,PRIVATE,NON-COOKING,0.276
India,Telangana,2014,COAL,SCCL,OTHER PUBLIC,NON-COOKING,20.88654758
India,West Bengal,2015,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.206
India,West Bengal,2011,COAL,BCCL,CIL,COOKING,0.029
India,West Bengal,2016,COAL,BCCL,CIL,NON-COOKING,0.563
India,West Bengal,2013,COAL,BCCL,CIL,COOKING,0.02
India,Uttar Pradesh,2014,COAL,NCL,CIL,NON-COOKING,14.721
India,West Bengal,2019,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.297
India,West Bengal,2014,COAL,DVC EMTA,OTHER PUBLIC,NON-COOKING,1.519
India,West Bengal,2015,COAL,ECL,CIL,COOKING,0.004
India,Uttar Pradesh,2017,COAL,NCL,CIL,NON-COOKING,16.06
India,West Bengal,2012,COAL,ECL,CIL,COOKING,0.01
India,Uttar Pradesh,2018,COAL,NCL,CIL,NON-COOKING,18.309
India,West Bengal,2015,COAL,SOVA,PRIVATE,NON-COOKING,0.4
India,West Bengal,2015,COAL,BCCL,CIL,NON-COOKING,0.472
India,Uttar Pradesh,2011,COAL,NCL,CIL,NON-COOKING,15.526
India,Telangana,2018,COAL,SCCL,OTHER PUBLIC,NON-COOKING,62.01
India,West Bengal,2018,COAL,ECL,CIL,NON-COOKING,25.604
India,West Bengal,2016,COAL,BCCL,CIL,COOKING,1.995
India,West Bengal,2017,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.2
India,West Bengal,2020,COAL,ECL,CIL,NON-COOKING,29.165
India,West Bengal,2014,COAL,WBMDTCL,OTHER PUBLIC,NON-COOKING,0.726
India,West Bengal,2019,COAL,BCCL,CIL,COOKING,1.056
India,West Bengal,2018,COAL,CESC,PRIVATE,NON-COOKING,1.878
India,West Bengal,2013,COAL,WBMDTCL,OTHER PUBLIC,NON-COOKING,0.348
India,Uttar Pradesh,2015,COAL,NCL,CIL,NON-COOKING,14.957
India,Telangana,2020,COAL,TSPGCL,PRIVATE,NON-COOKING,1.659
India,West Bengal,2018,COAL,BCCL,CIL,COOKING,1.018
India,West Bengal,2014,COAL,ECL,CIL,COOKING,0.01
India,West Bengal,2013,COAL,ECL,CIL,COOKING,0.01
India,West Bengal,2013,COAL,ECL,CIL,NON-COOKING,17.568
India,West Bengal,2015,COAL,ICML,PRIVATE,NON-COOKING,3.492
India,Telangana,2015,COAL,SCCL,OTHER PUBLIC,NON-COOKING,52.536
India,West Bengal,2014,COAL,BCCL,CIL,NON-COOKING,0.201
India,Uttar Pradesh,2013,COAL,NCL,CIL,NON-COOKING,16.09
India,West Bengal,2018,COAL,BCCL,CIL,NON-COOKING,0.363
India,West Bengal,2011,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.227
India,Telangana,2020,COAL,SCCL,OTHER PUBLIC,COOKING,0
India,West Bengal,2012,COAL,ECL,CIL,NON-COOKING,16.298
India,West Bengal,2012,COAL,ICML,PRIVATE,NON-COOKING,3.745
India,West Bengal,2013,COAL,ICML,PRIVATE,NON-COOKING,3.129
India,West Bengal,2016,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.155
India,West Bengal,2017,COAL,CESC,PRIVATE,NON-COOKING,1.74
India,West Bengal,2015,COAL,BCCL,CIL,COOKING,0.576
India,Telangana,2019,COAL,SCCL,OTHER PUBLIC,NON-COOKING,64.401
India,West Bengal,2020,COAL,WBPDCL,OTHER PUBLIC,COOKING,0
India,West Bengal,2015,COAL,DVC EMTA,OTHER PUBLIC,NON-COOKING,1.001
India,West Bengal,2012,COAL,DVC EMTA,OTHER PUBLIC,NON-COOKING,1.165
India,West Bengal,2012,COAL,BECML,PRIVATE,NON-COOKING,2.598
India,West Bengal,2015,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,2.221
India,West Bengal,2020,COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0
India,West Bengal,2020,COAL,ECL,CIL,COOKING,0
India,West Bengal,2020,COAL,BCCL,CIL,NON-COOKING,0
India,West Bengal,2020,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,2.112
India,West Bengal,2013,COAL,DVC EMTA,OTHER PUBLIC,NON-COOKING,1.836
India,West Bengal,2019,COAL,CESC,PRIVATE,NON-COOKING,1.856
India,West Bengal,2017,COAL,ECL,CIL,NON-COOKING,23.58
India,West Bengal,2012,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,0.216
India,West Bengal,2016,COAL,CESC,PRIVATE,NON-COOKING,1.877
India,West Bengal,2015,COAL,WBMDTCL,OTHER PUBLIC,NON-COOKING,1.042
India,West Bengal,2011,COAL,ECL,CIL,COOKING,0.007
India,West Bengal,2014,COAL,ECL,CIL,NON-COOKING,18.866
India,West Bengal,2014,COAL,BCCL,CIL,COOKING,1.346
India,West Bengal,2018,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.377
India,West Bengal,2020,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.234
India,West Bengal,2013,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,3.266
India,West Bengal,2012,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.164
India,Telangana,2017,COAL,SCCL,OTHER PUBLIC,NON-COOKING,61.34
India,West Bengal,2012,COAL,BCCL,CIL,COOKING,0.034
India,West Bengal,2013,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.155
India,Uttar Pradesh,2016,COAL,NCL,CIL,NON-COOKING,12.689
India,West Bengal,2011,COAL,DVC EMTA,OTHER PUBLIC,NON-COOKING,0.021
India,Uttar Pradesh,2019,COAL,NCL,CIL,NON-COOKING,20.275
India,West Bengal,2019,COAL,BCCL,CIL,NON-COOKING,0.132
India,West Bengal,2013,COAL,BCCL,CIL,NON-COOKING,0.046
India,Telangana,2016,COAL,SCCL,OTHER PUBLIC,NON-COOKING,70.38
India,West Bengal,2019,COAL,ECL,CIL,NON-COOKING,29.395
India,West Bengal,2014,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,2.511
India,Uttar Pradesh,2012,COAL,NCL,CIL,NON-COOKING,16.178
India,West Bengal,2017,COAL,BCCL,CIL,COOKING,1.82
India,Telangana,2020,COAL,TSPGCL,PRIVATE,COOKING,0
India,West Bengal,2017,COAL,BCCL,CIL,NON-COOKING,0.33
India,Telangana,2019,COAL,TSPGCL,PRIVATE,NON-COOKING,0.759
India,West Bengal,2011,COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,0.257
India,Uttar Pradesh,2020,COAL,NCL,CIL,NON-COOKING,18.03
India,West Bengal,2011,COAL,ECL,CIL,NON-COOKING,15.313
India,Telangana,2020,COAL,SCCL,OTHER PUBLIC,NON-COOKING,64.044
India,West Bengal,2020,COAL,CESC,PRIVATE,NON-COOKING,1.958
India,West Bengal,2013,COAL,SOVA,PRIVATE,NON-COOKING,0.089
India,West Bengal,2011,COAL,BECML,PRIVATE,NON-COOKING,2.876
India,West Bengal,2011,COAL,ICML,PRIVATE,NON-COOKING,2.929
India,Jharkhand,2013,COAL,CCL,CIL,NON-COOKING,31.88
India,West Bengal,2014,COAL,ICML,PRIVATE,NON-COOKING,2.708
